,name,url,clone_url,default_branch,stargazers_count,owner.name,owner.type,description,language,topics,size,archived,created_at,pushed_at,ignored,lang,True positive
29331,nodecpp-demo,https://github.com/freezer333/nodecpp-demo,https://github.com/freezer333/nodecpp-demo.git,master,406,freezer333,User,Node.js C++ integration sample code,C++,,3007,FALSE,2014-11-30 14:34:53+00:00,2020-10-01 16:53:01+00:00,TRUE,C_C++,
26537,FastLED-Demos,https://github.com/atuline/FastLED-Demos,https://github.com/atuline/FastLED-Demos.git,master,606,atuline,User,"Here's my updated FastLED demos from January, 2017.",C++,,1107,FALSE,2014-08-20 19:17:59+00:00,2021-02-26 15:35:47+00:00,TRUE,C_C++,
39442,finclip-android-demo,https://github.com/finogeeks/finclip-android-demo,https://github.com/finogeeks/finclip-android-demo.git,master,212,finogeeks,Organization,小程序引擎 FinClip 安卓运行环境，让小程序在安卓应用中无缝运行  / Android DEMO for FinClip,Java,android|demo|finclip|mini-app|mini-program|wechat,3853,FALSE,2020-03-07 12:43:14+00:00,2023-02-03 05:54:07+00:00,TRUE,Java,
69777,go-graphql-demo,https://github.com/ridhamtarpara/go-graphql-demo,https://github.com/ridhamtarpara/go-graphql-demo.git,master,175,ridhamtarpara,User,GraphQL server with GO,Go,,36,FALSE,2018-08-28 12:30:08+00:00,2020-01-15 12:02:54+00:00,TRUE,Go,
22778,inja,https://github.com/pantor/inja,https://github.com/pantor/inja.git,main,1483,pantor,User,A Template Engine for Modern C++,C++,header-only|inja|jinja|json|string-template|template|template-engine,3010,FALSE,2017-08-12 11:53:49+00:00,2023-11-25 14:08:10+00:00,TRUE,C_C++,
13302,neural-network-papers,https://github.com/robertsdionne/neural-network-papers,https://github.com/robertsdionne/neural-network-papers.git,master,1935,robertsdionne,User,,JavaScript,awesome-lists,228,FALSE,2015-09-06 20:45:54+00:00,2020-07-19 08:17:52+00:00,TRUE,JavaScript,
11138,bash-handbook,https://github.com/denysdovhan/bash-handbook,https://github.com/denysdovhan/bash-handbook.git,master,5550,denysdovhan,User,:book: For those who wanna learn Bash,JavaScript,bash|book|guide|handbook|how-to|learning|shell|shell-scripts,286,FALSE,2015-12-30 20:41:00+00:00,2024-02-05 18:45:47+00:00,TRUE,JavaScript,
40125,MarkovJunior,https://github.com/mxgmn/MarkovJunior,https://github.com/mxgmn/MarkovJunior.git,main,6630,mxgmn,User,"Probabilistic language based on pattern matching and constraint propagation, 153 examples",C#,algorithms|cellular-automata|csharp|gamedev|language|markovjunior|probabilistic-programming|procedural-generation|voxel,14945,FALSE,2022-06-01 12:27:02+00:00,2023-05-07 11:17:41+00:00,TRUE,C#,
14809,re-start,https://github.com/react-everywhere/re-start,https://github.com/react-everywhere/re-start.git,master,1305,react-everywhere,Organization,react-native template to target multiple platforms :globe_with_meridians: :iphone: :computer: with single codebase.,JavaScript,android|boilerplate|cross-platform|electron|iphone|react|react-native|starter-kit,492,FALSE,2017-01-01 15:18:41+00:00,2020-06-02 21:41:41+00:00,TRUE,JavaScript,
92324,SwiftFortuneWheel,https://github.com/sh-khashimov/SwiftFortuneWheel,https://github.com/sh-khashimov/SwiftFortuneWheel.git,master,310,sh-khashimov,User,The ultimate spinning wheel view that supports dynamic content and rich customization.,Swift,circle|circular|core-graphics|dynamic|fortune|fortune-wheel|ios|lucky|macos|osx|radial|rotating|sector|slice|spinning|swift|tvos|uicontrol|uiview|wheel,39574,FALSE,2020-06-07 07:30:17+00:00,2023-11-26 18:20:38+00:00,TRUE,Swift,
63123,example.v2,https://github.com/gopcp/example.v2,https://github.com/gopcp/example.v2.git,master,861,gopcp,Organization,"An example project for book 'Go Programming & Concurrency in Practice, 2nd edition' (《Go并发编程实战》第2版).",Go,book|concurrency|example|go|golang|practice,1863,FALSE,2017-02-15 03:21:10+00:00,2023-11-30 05:30:20+00:00,TRUE,Go,
54782,lighthouse-php,https://github.com/spatie/lighthouse-php,https://github.com/spatie/lighthouse-php.git,main,219,spatie,Organization,Run Google Lighthouse using PHP,PHP,best-practices|google|lighthouse|performance|php|seo,739,FALSE,2022-11-04 09:05:53+00:00,2024-01-15 11:03:08+00:00,TRUE,PHP,
16385,jstdg7,https://github.com/davidflanagan/jstdg7,https://github.com/davidflanagan/jstdg7.git,master,917,davidflanagan,User,"Example code from the book JavaScript: The Definitive Guide, 7th Edition",JavaScript,,432,FALSE,2015-11-06 22:13:32+00:00,2022-04-09 21:19:33+00:00,TRUE,JavaScript,
29554,libsnark-tutorial,https://github.com/howardwu/libsnark-tutorial,https://github.com/howardwu/libsnark-tutorial.git,master,394,howardwu,User,A zkSNARK tutorial and development environment,C++,,19,FALSE,2017-12-26 08:41:38+00:00,2021-01-03 22:07:10+00:00,TRUE,C_C++,
19582,crdt-example-app,https://github.com/jlongster/crdt-example-app,https://github.com/jlongster/crdt-example-app.git,master,565,jlongster,User,A full implementation of CRDTs using hybrid logical clocks and a demo app that uses it,JavaScript,,112,FALSE,2019-12-03 03:33:50+00:00,2022-12-11 15:45:20+00:00,TRUE,JavaScript,
16563,microservices-examples,https://github.com/cer/microservices-examples,https://github.com/cer/microservices-examples.git,master,888,cer,User,Examples of microservices,JavaScript,,134,FALSE,2014-04-01 15:51:54+00:00,2020-12-13 01:58:27+00:00,TRUE,JavaScript,
18481,miniC-hosting,https://github.com/vasyop/miniC-hosting,https://github.com/vasyop/miniC-hosting.git,master,654,vasyop,User,A simple stack-based virtual machine that runs C in the browser.,JavaScript,c|compiler|interactive|learn|tutorial|virtual-machine,43602,FALSE,2019-02-09 08:56:32+00:00,2022-08-19 18:44:01+00:00,TRUE,JavaScript,
99929,SwinjectReactorKitExample,https://github.com/havilog/SwinjectReactorKitExample,https://github.com/havilog/SwinjectReactorKitExample.git,main,27,havilog,User,"tuist, BDD - Test Code, CleanArchitecture, ReactorKit, Swinject",Swift,,190,FALSE,2021-05-21 07:47:38+00:00,2021-08-09 03:10:16+00:00,TRUE,Swift,
87882,line_drawing,https://github.com/expenses/line_drawing,https://github.com/expenses/line_drawing.git,master,83,expenses,User,A collection of line-drawing algorithms for use in graphics and video games.,Rust,,75,FALSE,2017-08-18 03:23:52+00:00,2023-03-27 05:02:16+00:00,TRUE,Rust,
12222,express-mongoose-es6-rest-api,https://github.com/kunalkapadia/express-mongoose-es6-rest-api,https://github.com/kunalkapadia/express-mongoose-es6-rest-api.git,develop,2928,kunalkapadia,User,:collision: A boilerplate application for building RESTful APIs Microservice in Node.js using express and mongoose in ES6 with code coverage and JsonWebToken Authentication,JavaScript,authentication|babel|bluebird|boilerplate|coverage|dotenv|es6|eslint|express|jsonwebtoken|mocha|mongodb|mongoose|node|yarn,304,FALSE,2016-01-25 09:33:29+00:00,2020-07-15 23:39:14+00:00,TRUE,JavaScript,
49162,dotnetcore-examples,https://github.com/luoyunchong/dotnetcore-examples,https://github.com/luoyunchong/dotnetcore-examples.git,master,110,luoyunchong,User, about learning DotNetCore via examples. DotNetCore 教程、技术栈示例代码，快速简单上手教程。,C#,csredis|dotnetcore|freesql|identityserver4|oauth2|qiniu|webapiclient,4258,FALSE,2019-06-27 05:45:17+00:00,2023-04-22 05:54:23+00:00,TRUE,C#,
33178,microservices-demo,https://github.com/paulc4/microservices-demo,https://github.com/paulc4/microservices-demo.git,master,878,paulc4,User,Demo application to go with Blog on spring.io,Java,,1355,FALSE,2015-07-02 17:29:29+00:00,2022-03-04 07:29:53+00:00,TRUE,Java,
91454,swiftui-spring-animations,https://github.com/GetStream/swiftui-spring-animations,https://github.com/GetStream/swiftui-spring-animations.git,main,609,GetStream,Organization,This repository serves as your reference and complete guide for SwiftUI Spring Animations. It demonstrates use cases for the various types of spring animations and spring parameters. No more guessing the values of the parameters for spring animations you create for your next iOS app. ,Swift,animation|animations-cheat-sheet|cheat-sheet|fluid-spring|ios|ios-animations|physics-spring|spring|spring-animation|spring-animation-cheat-sheet|spring-damping|spring-mass|spring-parameters|spring-properties|spring-stiffness|swift|swift-animations|swiftui|swiftui-animations|swiftui-spring-animation,118681,FALSE,2022-03-01 05:29:45+00:00,2023-09-04 00:04:39+00:00,TRUE,Swift,
93210,Windary,https://github.com/TonnyL/Windary,https://github.com/TonnyL/Windary.git,master,189,TonnyL,User,"🎓 My solutions to LeetCode problems written in Go, Java, JavaScript, Kotlin, Python, Rust & Swift.",Swift,leetcode|leetcode-golang|leetcode-java|leetcode-javascript|leetcode-kotlin|leetcode-python|leetcode-rust|leetcode-solutions|leetcode-swift,7181,FALSE,2017-10-10 19:00:34+00:00,2020-01-30 13:45:24+00:00,TRUE,Swift,
64542,go-todo-rest-api-example,https://github.com/mingrammer/go-todo-rest-api-example,https://github.com/mingrammer/go-todo-rest-api-example.git,master,527,mingrammer,User,:books: A RESTful API example for simple todo application with Go,Go,example|practice-golang|rest-api|tutorial,15,FALSE,2017-04-11 12:10:35+00:00,2021-07-10 18:38:11+00:00,TRUE,Go,
75794,ScopedStorageDemo,https://github.com/niharika2810/ScopedStorageDemo,https://github.com/niharika2810/ScopedStorageDemo.git,master,57,niharika2810,User,A sample project explaining Scoped storage with different operations performed on file as well as Image.,Kotlin,android|android11|androidupdate|demoproject|scopedstorage|storage,375,FALSE,2020-08-17 20:06:12+00:00,2020-08-25 08:31:48+00:00,TRUE,Kotlin,
95937,WBBaiSiDemo,https://github.com/chatwyn/WBBaiSiDemo,https://github.com/chatwyn/WBBaiSiDemo.git,master,67,chatwyn,User,百思不得姐 Swift版,Swift,,2750,FALSE,2016-01-21 15:31:53+00:00,2020-04-02 11:56:47+00:00,TRUE,Swift,
12120,gridgarden,https://github.com/thomaspark/gridgarden,https://github.com/thomaspark/gridgarden.git,master,3054,thomaspark,User,A game for learning CSS grid layout 🥕,JavaScript,css|cssgrid|game|learning|tutorial,4181,FALSE,2017-03-29 22:15:33+00:00,2023-11-10 21:38:49+00:00,TRUE,JavaScript,
33646,Android-TensorFlow-Lite-Example,https://github.com/amitshekhariitbhu/Android-TensorFlow-Lite-Example,https://github.com/amitshekhariitbhu/Android-TensorFlow-Lite-Example.git,master,742,amitshekhariitbhu,User,Android TensorFlow Lite Machine Learning Example,Java,android-example|deep-learning|deep-neural-networks|machine-learning|machine-learning-algorithms|tensorflow|tensorflow-examples|tensorflow-lite|tensorflow-tutorials|tflite,19772,FALSE,2018-03-17 04:07:35+00:00,2022-11-17 12:49:51+00:00,TRUE,Java,
66810,yatas,https://github.com/padok-team/yatas,https://github.com/padok-team/yatas.git,main,301,padok-team,Organization,:owl::mag_right: A simple tool to audit your AWS/GCP infrastructure for misconfiguration or potential security issues with plugins integration,Go,account|assessment|audit|aws|best-practices|cli|cloud|configuration|devsecops|gcp|hardening|security,7403,FALSE,2022-08-05 08:02:37+00:00,2024-02-09 16:08:28+00:00,TRUE,Go,
32106,cw-advandroid,https://github.com/commonsguy/cw-advandroid,https://github.com/commonsguy/cw-advandroid.git,master,1456,commonsguy,User,Source Code to _The Busy Coder's Guide To Advanced Android Development_,Java,,8411,FALSE,2009-08-15 16:47:01+00:00,2024-02-01 18:16:56+00:00,TRUE,Java,
83112,rust-web-boilerplate,https://github.com/svenstaro/rust-web-boilerplate,https://github.com/svenstaro/rust-web-boilerplate.git,master,302,svenstaro,User,Rust web template for modern web backend applications,Rust,best-practices|boilerplate|diesel|rocket|web,152,FALSE,2016-12-18 11:23:01+00:00,2023-02-02 04:03:20+00:00,TRUE,Rust,
25845,C-Cpp-Notes,https://github.com/caiorss/C-Cpp-Notes,https://github.com/caiorss/C-Cpp-Notes.git,master,686,caiorss,User,"Notes about modern C++, C++11, C++14 and C++17, Boost Libraries, ABI, foreign function interface and reference cards.",C++,abi|c|cpp|cpp11|cpp14|cpp17|dll|dynamic|examples|ffi|ffi-bindings|ffi-wrapper|fsharp|guide|haskell|interface|library|reference|research|shared,31761,FALSE,2017-06-04 18:13:20+00:00,2023-11-20 21:26:03+00:00,TRUE,C_C++,
31105,android-developer-roadmap,https://github.com/amitshekhariitbhu/android-developer-roadmap,https://github.com/amitshekhariitbhu/android-developer-roadmap.git,master,2708,amitshekhariitbhu,User,Android Developer Roadmap - A complete roadmap to learn Android App Development,Java,android|android-app|android-architecture|android-developer|android-development|android-library|android-studio|developement|developer|java|jetpack|kotlin|learning|roadmap|rxjava|rxjava2,505,FALSE,2019-07-28 19:16:36+00:00,2023-09-03 06:31:28+00:00,TRUE,Java,
35269,SpringMVCDemo,https://github.com/gaussic/SpringMVCDemo,https://github.com/gaussic/SpringMVCDemo.git,master,473,gaussic,User,This is a demo of my spring mvc project.,Java,mvc|spring|springmvc,88,FALSE,2016-03-08 14:49:10+00:00,2022-12-16 07:55:06+00:00,TRUE,Java,
77453,AndroidDarkThemeDemo,https://github.com/shenguojun/AndroidDarkThemeDemo,https://github.com/shenguojun/AndroidDarkThemeDemo.git,master,40,shenguojun,User,Android Dark Theme in Action,Kotlin,android-dark-theme|android-dark-theme-sample|android-night-mode|dark-mode|dark-theme|mode-night|night-mode|night-theme,314,FALSE,2020-09-07 07:19:25+00:00,2023-08-16 09:41:24+00:00,TRUE,Kotlin,
72600,Kuper,https://github.com/jahirfiquitiva/Kuper,https://github.com/jahirfiquitiva/Kuper.git,sample,176,jahirfiquitiva,User,"Free, feature-rich, easily customizable Android dashboard for widgets apps with Zooper widgets and/or Kustom assets (Widgets, Wallpapers and Komponents)",Kotlin,android|android-application|android-library|dashboard|hacktoberfest|klck|klwp|kustom|kwgt|material|material-design|muzei|template|wallpapers|widgets|zooper,53412,FALSE,2017-09-27 17:44:09+00:00,2024-01-05 05:47:17+00:00,TRUE,Kotlin,
9252,Coding4Interviews,https://github.com/nlpjoe/Coding4Interviews,https://github.com/nlpjoe/Coding4Interviews.git,master,688,nlpjoe,User,Leetcode、剑指Offer——名企面试官精讲典型编程题,Python,jianzhioffer|leetcode,169,FALSE,2019-01-19 14:29:40+00:00,2020-06-09 03:35:03+00:00,TRUE,Python,
77553,android-base,https://github.com/rootstrap/android-base,https://github.com/rootstrap/android-base.git,master,39,rootstrap,Organization,Rootstrap Android Base project,Kotlin,android|base-project|boilerplate|kotlin|kotlin-android|starter-project|template-project,5964,FALSE,2019-05-03 19:12:43+00:00,2022-09-26 13:12:37+00:00,TRUE,Kotlin,
83802,btree,https://github.com/nimrodshn/btree,https://github.com/nimrodshn/btree.git,master,236,nimrodshn,User,A persistent B+Tree (clustered index) implementation in Rust.,Rust,algorithms|btree|data-structures|database|indexing,231,FALSE,2020-04-24 17:41:31+00:00,2021-10-14 07:43:26+00:00,TRUE,Rust,
5295,awesome_lists,https://github.com/JunweiLiang/awesome_lists,https://github.com/JunweiLiang/awesome_lists.git,main,1251,JunweiLiang,User,Awesome Lists for Tenure-Track Assistant Professors and PhD students. (助理教授/博士生生存指南),Python,advice|ai|assistant-professor|awesome-list|gpu|grants-search,1000,FALSE,2022-09-10 02:57:13+00:00,2024-02-01 02:03:11+00:00,TRUE,Python,
78946,simple-stack-tutorials,https://github.com/Zhuinden/simple-stack-tutorials,https://github.com/Zhuinden/simple-stack-tutorials.git,master,30,Zhuinden,User,[MOVED] Guide was merged into `simple-stack` repository.,Kotlin,,226,FALSE,2020-01-19 17:32:25+00:00,2020-04-11 12:04:12+00:00,TRUE,Kotlin,
97674,Metal-Guide,https://github.com/mikeroyal/Metal-Guide,https://github.com/mikeroyal/Metal-Guide.git,main,43,mikeroyal,User,Metal Guide,Swift,3d-graphics|3d-models|arkit|arkit3|awesome|awesome-list|awesome-metal|game-development|games|gpgpu|gpgpu-computing|gpu|graphics|graphics-library|graphics-programming|ios|lists|macos|metal|metalkit,80,FALSE,2021-08-16 19:57:29+00:00,2023-09-23 20:47:55+00:00,TRUE,Swift,
59931,design-patterns,https://github.com/JREAM/design-patterns,https://github.com/JREAM/design-patterns.git,main,80,JREAM,User,Simple examples of Design Patterns with PHP Examples,PHP,design-patterns|oop|oop-principles|php,31,FALSE,2016-06-05 12:48:56+00:00,2022-10-02 23:19:46+00:00,TRUE,PHP,
59396,Aura.View,https://github.com/auraphp/Aura.View,https://github.com/auraphp/Aura.View.git,2.x,86,auraphp,Organization,"Provides TemplateView and TwoStepView using PHP as the templating language, with support for partials, sections, and helpers.",PHP,aura|partials|php|template|view,686,FALSE,2011-04-16 20:38:21+00:00,2022-02-05 09:37:26+00:00,TRUE,PHP,
12719,webpack-book,https://github.com/survivejs/webpack-book,https://github.com/survivejs/webpack-book.git,dev,2402,survivejs,Organization,From apprentice to master (CC BY-NC-ND),JavaScript,book|book-series|ebook|frontend|javascript|leanpub|survivejs|tutorial|webpack|webpack-4|webpack-5|webpack-tutorial|webpack2|webpack2-tutorial|webpack3|webpack3-demo|webpack3-tutorial|webpack5-module-federation,18506,FALSE,2015-01-22 08:23:14+00:00,2023-07-04 09:48:04+00:00,TRUE,JavaScript,
52203,statamic-peak,https://github.com/studio1902/statamic-peak,https://github.com/studio1902/statamic-peak.git,main,547,studio1902,Organization,Statamic Peak is an opinionated starter kit for all your Statamic sites.,PHP,alpinejs|antlers|cookie-consent|favicons|fieldsets|page-builder|peak|seo|starter-kit|statamic|tailwind,7435,FALSE,2020-07-31 09:37:21+00:00,2024-02-20 09:42:58+00:00,TRUE,PHP,
7842,deep-transfer-learning,https://github.com/easezyc/deep-transfer-learning,https://github.com/easezyc/deep-transfer-learning.git,master,816,easezyc,User,A collection of implementations of deep domain adaptation algorithms,Python,deep-transfer-learning|domain-adaptation|pytorch|transfer-learning,7334,FALSE,2018-07-06 08:06:17+00:00,2022-03-03 07:30:28+00:00,TRUE,Python,
52922,laravel-google-drive-demo,https://github.com/ivanvermeyen/laravel-google-drive-demo,https://github.com/ivanvermeyen/laravel-google-drive-demo.git,master,398,ivanvermeyen,User,Laravel & Google Drive Storage - Demo project with Laravel 5.4,PHP,cloud|demo|drive|google|googledrive|laravel|storage,916,FALSE,2017-07-21 15:41:05+00:00,2023-04-19 19:21:06+00:00,TRUE,PHP,
2885,python-for-absolute-beginners-course,https://github.com/talkpython/python-for-absolute-beginners-course,https://github.com/talkpython/python-for-absolute-beginners-course.git,master,2227,talkpython,Organization,Code samples and other handouts for our course.,Python,beginner-friendly|course|python|tutorial,49259,FALSE,2019-12-05 00:02:31+00:00,2023-12-22 00:28:07+00:00,TRUE,Python,
84562,graphql-rust-demo,https://github.com/rkudryashov/graphql-rust-demo,https://github.com/rkudryashov/graphql-rust-demo.git,master,183,rkudryashov,User,GraphQL Rust Demo,Rust,actix|actix-web|apollo-federation|apollo-server|async-graphql|diesel|graphql|kafka|rust|rust-lang|websocket,672,FALSE,2020-11-09 17:16:46+00:00,2023-09-25 06:48:51+00:00,TRUE,Rust,
14357,Guide_3DS,https://github.com/hacks-guide/Guide_3DS,https://github.com/hacks-guide/Guide_3DS.git,master,1453,hacks-guide,Organization,"A complete guide to 3DS custom firmware, from stock to boot9strap.",JavaScript,guide|hacks|homebrew|nintendo-3ds,152375,FALSE,2016-03-02 00:20:02+00:00,2024-02-19 14:07:23+00:00,TRUE,JavaScript,
72006,Movies-Kotlin-Kata,https://github.com/xurxodev/Movies-Kotlin-Kata,https://github.com/xurxodev/Movies-Kotlin-Kata.git,master,254,xurxodev,User,"Katas for practice Kotlin( Coroutines, dataclasses, delegate properties...)  Clean Architecture and best practices in Android(DI, Dagger, MVP, Espresso) implemented by Jorge Sánchez (Xurxodev) ",Kotlin,android|best-practices|clean-architecture|clean-code|coroutines|dagger2|dependency-injection|espresso-tests|kotlin|kotlin-android|mvp-pattern|xurxodev,694,FALSE,2017-04-07 21:07:19+00:00,2022-02-04 10:36:36+00:00,TRUE,Kotlin,
29674,bgc,https://github.com/beejjorgensen/bgc,https://github.com/beejjorgensen/bgc.git,main,387,beejjorgensen,User,Beej's Guide to C Programming source,C,,2266,FALSE,2017-12-17 22:54:24+00:00,2024-01-24 06:55:55+00:00,TRUE,C_C++,
911,codeface,https://github.com/chrissimpkins/codeface,https://github.com/chrissimpkins/codeface.git,master,6077,chrissimpkins,User,Typefaces for source code beautification,Python,awesome|awesome-list|developer|developer-tools|font|font-face|fonts|list|otf|otf-fonts|ttf|typeface|typefaces,317804,FALSE,2015-06-13 18:13:34+00:00,2020-09-19 17:07:57+00:00,TRUE,Python,
96613,DereGuide,https://github.com/superk589/DereGuide,https://github.com/superk589/DereGuide.git,master,56,superk589,User,An iOS app for Cinderella Girls Starlight Stage(デレステ),Swift,beatmap|cgss|cinderella-girls|deresute|idolmaster-cinderella-girls|starlight-stage,15783,FALSE,2016-06-13 12:52:51+00:00,2020-04-27 05:46:33+00:00,TRUE,Swift,
78469,market_tech_challenge,https://github.com/nuhkoca/market_tech_challenge,https://github.com/nuhkoca/market_tech_challenge.git,master,32,nuhkoca,User,A best use case Android application sample with latest patterns. This app is developer as part of Kariyer.net Tech Challenge.,Kotlin,android|architecture-components|dagger2|kotlin|rxjava2,5763,FALSE,2019-09-22 16:45:52+00:00,2024-02-19 09:48:44+00:00,TRUE,Kotlin,
