,repo_id,commit_id,commit_time,message,parents,n_added,n_deleted,n_moved,n_renamed,n_struc_changes,total_files_per_level,max_file_depth,total_files,max_file_depth_diff,bucket
106983,ytsaurus_ytsaurus,8f14be63397decdac0575928056b286e81d8c53a,1443009836,"Local YT configs sync.
",70ace04941396f92d5bfbcada3e99211e81a448f,1,1,0,0,2,"1,37,291,1933,118,16,47,4,1,0,0,0,0,0,0,0,0,0",9,2448,0.0,56
106984,ytsaurus_ytsaurus,7a089ac5577aceaee48222f504cc591129883774,1443009836,"Local YT configs sync.
",2a69faa69b1f68fb7bcaaaf53b14df310344d819,1,1,0,0,2,"0,8,22,2321,1586,122,16,47,4,1,0,0,0,0,0,0,0,0",10,4127,1.0,56
106985,ytsaurus_ytsaurus,5a2aeb5b22d9df7499ddde3bc01dadb159a09651,1443117122,"Move tablet readers to table_client
",a4a725559741aa8df9b1d181bd18718dd281aed0,2,0,0,0,2,"1,37,291,1935,118,16,47,4,1,0,0,0,0,0,0,0,0,0",9,2450,-1.0,56
106986,ytsaurus_ytsaurus,d1a061ce71ef644fa2256c41929dc38bcf484227,1443420269,"Add forgotten file
",3cf940850a862f4b60132b0696ac7ed7b88bdc78,1,0,0,0,1,"0,8,22,2322,1586,122,16,47,4,1,0,0,0,0,0,0,0,0",10,4128,1.0,56
106987,ytsaurus_ytsaurus,cfcac4367949736fcb772096eba8e66dd16414de,1443420269,"Add forgotten file
",ccf7000b9144d738249d5825480c0a57de620c69,1,0,0,0,1,"1,37,292,1935,118,16,47,4,1,0,0,0,0,0,0,0,0,0",9,2451,-1.0,56
106988,ytsaurus_ytsaurus,0ad77f51502fe6be0bd42012242bd8234403a050,1443553864,"Merge prestable/0.17.4 into master (using imerge)
","d1a061ce71ef644fa2256c41929dc38bcf484227,53349a77ed5842b3ff66addcc37939e9bcb35d62",1,0,0,0,1,"0,8,22,2322,1587,122,16,47,4,1,0,0,0,0,0,0,0,0",10,4129,1.0,56
106989,ytsaurus_ytsaurus,0ce61977a32a93cda85afc88933450beb8148836,1443553864,"Merge prestable/0.17.4 into master (using imerge)
","cfcac4367949736fcb772096eba8e66dd16414de,0d85b42743e2f06e5dc8d1853d799012483d3633",32,10,1,2,45,"2,37,300,1949,117,16,47,4,1,0,0,0,0,0,0,0,0,0",9,2473,-1.0,56
106990,ytsaurus_ytsaurus,9fe5608a462061bc0e49a2205cd23e1c3e41bb4b,1443648967,"Merge branch 'master' into psushin/merge_17.4_into_master
","0ad77f51502fe6be0bd42012242bd8234403a050,afe2015ccc0cf37b64675f42fa7f559507e025c6",8,0,10,0,18,"0,8,22,2323,1578,135,19,47,4,1,0,0,0,0,0,0,0,0",10,4137,1.0,56
106991,ytsaurus_ytsaurus,64705f6aac941da232d19302bbbc0c2d002b02ef,1443648967,"Merge branch 'master' into psushin/merge_17.4_into_master
","56207457adec1edb6aaa50119b7608c6e2f3d68a,0714272533daa762d28c573c039e3029586b0437",9,0,10,0,19,"2,37,302,1940,130,19,47,4,1,0,0,0,0,0,0,0,0,0",9,2482,-1.0,56
106992,ytsaurus_ytsaurus,ac956251dbeaf0ddeca034ec02c5501dea461e56,1443714983,"Move script
",3a3e846661311b52a4d74cb7cf62c51fa32ee09d,0,0,1,0,1,"1,37,303,1940,130,19,47,4,1,0,0,0,0,0,0,0,0,0",9,2482,0.0,56
106993,ytsaurus_ytsaurus,44b03337781cd4a527d862eef333c5dc41fbcd0f,1443732515,"YT-2515 add TabletCellBundle object
",076f2b0c78488b69fc4987e1035331151f26a092,6,0,0,0,6,"1,37,303,1946,130,19,47,4,1,0,0,0,0,0,0,0,0,0",9,2488,0.0,56
106994,ytsaurus_ytsaurus,23fa489b8ca5bd3fee70ffc75eeddee13cd08862,1443737307,"Remove legacy
",58503887b37d4b200a62f9ed8fb0cb40dd0142fd,0,1,0,0,1,"0,8,22,2323,1577,135,19,47,4,1,0,0,0,0,0,0,0,0",10,4136,1.0,56
106995,ytsaurus_ytsaurus,fd09e81f711ff229361b021445fdef53e6229b4b,1443737307,"Remove legacy
",b3edea3655c1995c72574443491500e25b81be4e,0,1,0,0,1,"1,37,303,1945,130,19,47,4,1,0,0,0,0,0,0,0,0,0",9,2487,-1.0,56
106996,ytsaurus_ytsaurus,6a5c80ffd6dbec8ae285c569a51e13ac776e1b00,1443813474,"[compression] Add Brotli codec
",4d5dd57612b40abe68402112d8e66a54e18aeb32,2,0,0,0,2,"1,37,303,1947,130,19,47,4,1,0,0,0,0,0,0,0,0,0",9,2489,0.0,56
106997,ytsaurus_ytsaurus,ca67d831c9c4dd3432e9858d5907fbf13567f992,1443947679,"[script] Remove duplicate chunks in caches
",eed4c7c9acbe7dd3535dcae8b285d617e5fe6491,1,0,0,0,1,"1,38,303,1947,130,19,47,4,1,0,0,0,0,0,0,0,0,0",9,2490,0.0,56
106998,ytsaurus_ytsaurus,f768322265655c124389e881bd9985816d9af3bb,1444132395,"`yt_rct` command for gdb
",f54339c48a605c83e9f8b7f7defb1a476a815dae,1,0,0,0,1,"1,38,304,1947,130,19,47,4,1,0,0,0,0,0,0,0,0,0",9,2491,0.0,56
106999,ytsaurus_ytsaurus,290d8b2eda2bb383df3bd26823145014c86418c9,1444392048,"Merge branch 'merge_17_4_to_master'
","9965f93d1145b2bdb49bec74bb4b81549a82f37a,0362db569de5a5a1fa1ba75104c328a52eefb22f",1,0,0,0,1,"1,38,304,1948,130,19,47,4,1,0,0,0,0,0,0,0,0,0",9,2492,0.0,56
107000,ytsaurus_ytsaurus,bca850c19be1b091cbd57fa360d85b7d2a430138,1444998374,"Merge branch 'sandello/merge_17_4_to_master'
","462bac0e4ee7ab02e29b93147d3152c821f31bd7,c1b8d6a7865123fba6a3d1d0a2741ba31b4e1279",4,0,0,2,6,"1,38,305,1951,130,19,47,4,1,0,0,0,0,0,0,0,0,0",9,2496,0.0,56
107001,ytsaurus_ytsaurus,00f825c0b4be3191d34bf433d0eb8bf38c7d323b,1445179854,"[dump-restore.py] Dump dynamic table into static and restore
",c20c4e5ac292bc5a014aa59835ecedbb2ba737b9,1,0,0,0,1,"1,38,306,1951,130,19,47,4,1,0,0,0,0,0,0,0,0,0",9,2497,0.0,56
107002,ytsaurus_ytsaurus,524d2f770d69883a433b2375c5a20df8b495e9e7,1445285949,"Support boolean_as_yson=true from api/v3
",90c74046d3ba2f49b376ec8fbbada9d9f32e6bc9,1,0,0,0,1,"1,38,306,1952,130,19,47,4,1,0,0,0,0,0,0,0,0,0",9,2498,0.0,56
107003,ytsaurus_ytsaurus,cca82d449146d90e89159f2f41ea8adab4deed08,1445285949,"Support boolean_as_yson=true from api/v3
",2f3122c7f3ee57a0425c747c5556c3193f1f6101,1,0,0,0,1,"0,8,22,2323,1578,135,19,47,4,1,0,0,0,0,0,0,0,0",10,4137,1.0,56
107004,ytsaurus_ytsaurus,08f76afbdefdd451dbb85833220b2f1e8311ba91,1445370243,"Merge pull request #1269 from yt/max42/schemaless_yamred_dsv_writer

Max42/schemaless yamred dsv writer.
YT-2990.","542de62ea16d278ac3bde9fcf450fb8a4682ca26,782981de7871bbf99172ebe1a06373c4330195b8",2,0,0,0,2,"1,38,306,1954,130,19,47,4,1,0,0,0,0,0,0,0,0,0",9,2500,-1.0,56
107005,ytsaurus_ytsaurus,e3d33c67ccd84ea3ba9ab9db03f844df5bd524dc,1445443071,"It is always good to have some machine learning
",f7f08d86424645a240e5a9e61326b916ba269c53,1,0,0,0,1,"1,38,307,1954,130,19,47,4,1,0,0,0,0,0,0,0,0,0",9,2501,0.0,56
107006,ytsaurus_ytsaurus,f2f6dce9741820b246593d44b5a9e7661afcbf73,1445539777,"Add CommitAndLog and CommitAndReply helpers
",02a47cd54addb71cdc99028ccedaee5ad0734c45,0,2,0,0,2,"1,38,307,1952,130,19,47,4,1,0,0,0,0,0,0,0,0,0",9,2499,0.0,56
107007,ytsaurus_ytsaurus,9f9e37e187e4aca491d164d2687d00c6832865b7,1445729435,"Update python requests. Put it as submodule.
",d0ed61487f9f41b25df683575a2c219969c965a6,0,67,0,0,67,"1,38,307,1952,115,18,1,0,0,0,0,0,0,0,0,0,0,0",7,2432,-2.0,56
107008,ytsaurus_ytsaurus,9e51ffa84173bf295507bb29170befe52de3c734,1445729435,"Update python requests. Put it as submodule.
",ae150de697d84ac3b0a11f11efdf9db1c9a57ca9,0,67,0,0,67,"0,8,22,2323,1578,120,18,1,0,0,0,0,0,0,0,0,0,0",8,4070,1.0,56
107009,ytsaurus_ytsaurus,2682bdafed0d2616a2092a81c7fce11a8e4b860d,1445729890,"Add symlink for new python requests
",9e51ffa84173bf295507bb29170befe52de3c734,1,0,0,0,1,"0,8,23,2323,1578,120,18,1,0,0,0,0,0,0,0,0,0,0",8,4071,0.0,56
107010,ytsaurus_ytsaurus,8a08b069ad9eea92d664c7d03b621648d2ca10d5,1445729890,"Add symlink for new python requests
",9f9e37e187e4aca491d164d2687d00c6832865b7,1,0,0,0,1,"1,39,307,1952,115,18,1,0,0,0,0,0,0,0,0,0,0,0",7,2433,-1.0,56
107011,ytsaurus_ytsaurus,70218d22b3e55eff20f49c9ba85de586bb9ee78a,1446224919,"YT-3079. Initial version. Completes only commands and their options.
Simple completion of ypath is supported.
",335e3af076d3a7304ba043b8c025d1d499ac8071,2,0,0,0,2,"0,8,23,2324,1579,120,18,1,0,0,0,0,0,0,0,0,0,0",8,4073,1.0,56
107012,ytsaurus_ytsaurus,5e1c874c94fc897a16ba4a9ddf04f02f9bf7fbdb,1446224919,"YT-3079. Initial version. Completes only commands and their options.
Simple completion of ypath is supported.
",37d96dfca9c464228271cd6d0d4b708ce341dfa2,2,0,0,0,2,"1,39,308,1953,115,18,1,0,0,0,0,0,0,0,0,0,0,0",7,2435,-1.0,56
107013,ytsaurus_ytsaurus,df78fec52b2cedd75e9efcdae8ee9d32dcb1b271,1446811384,"Extract TChunkTeleporter to NChunkClient
",eea1047470c29022f0614ced15af810eaa8e50f6,0,0,2,0,2,"1,39,308,1953,115,18,1,0,0,0,0,0,0,0,0,0,0,0",7,2435,0.0,56
107014,ytsaurus_ytsaurus,c883dbf2e5ef1c4a2f95783cc9d866d18502846b,1446837163,"New scripts to import tables from Yamr. Support REM tags. Add YDF attributes.
",108f7a8a6d97d14ca21268ac2f2192cc630c70b8,3,2,8,0,13,"1,39,301,1961,115,18,1,0,0,0,0,0,0,0,0,0,0,0",7,2436,0.0,56
107015,ytsaurus_ytsaurus,04413d2d8a1fdb3236b123926b82e0d8dca41788,1447094712,"Merge remote-tracking branch 'origin/babenko/try/merged_master'
","e6ab0ef4bbe0147362e8cc06e6e3b3f4830ea4b8,b891c6ecbdf00a98d9313eb64af86cbe45aeec80",15,4,0,0,19,"1,39,304,1969,115,18,1,0,0,0,0,0,0,0,0,0,0,0",7,2447,0.0,56
107016,ytsaurus_ytsaurus,1642d732bc93c89d2a7fa7647624a0f009a40b64,1447224982,"Merge branch 'prestable/0.17.4' into master
","1d0caa4c20aed0716d2461455237765e4ca8313e,ebf07b5726406994e84a555ce0fe1187c37b4cf5",3,3,0,1,7,"1,41,302,1969,115,18,1,0,0,0,0,0,0,0,0,0,0,0",7,2447,0.0,56
107017,ytsaurus_ytsaurus,944f070fa5028021775b71469dfa8560bb9d9a79,1447239508,"Merge branch 'prestable/0.17.4' into master
","eddc05acd0a8472544ba9ec9233b4bc0fb708662,f3d20b095e7784d9f70f0df4adc95d8a8ec5b5ca",1,0,0,0,1,"1,41,303,1969,115,18,1,0,0,0,0,0,0,0,0,0,0,0",7,2448,0.0,56
107018,ytsaurus_ytsaurus,dd5b32e739ef5d4e1d6778315efe0ee7bb5922c7,1447332453,"Refactor Hydra-Elections separation
",2f9f0c697ef316d3eb36149f321a990c63f3c271,3,0,0,2,5,"1,41,303,1972,115,18,1,0,0,0,0,0,0,0,0,0,0,0",7,2451,0.0,56
107019,ytsaurus_ytsaurus,c7a3f88b3a7e70ff110066b788663867fe842020,1447444712,"Fix pools for yamr import
",9f88629a525f228f7787817d8dfb7bfc8c9697d8,1,0,0,0,1,"1,41,304,1972,115,18,1,0,0,0,0,0,0,0,0,0,0,0",7,2452,0.0,56
107020,ytsaurus_ytsaurus,f26187ca168554793cae6988c40d77ff3714c54b,1447702460,"Merge pull request #1301 from yt/max42/changelog_script

(YT-2966) Added find-tickets-between-commits.py script.","0cd22c92896da72102e2c8c0316b08bad8cad88a,0561e67384e10ee747e3c10a3b4745fd1e0e71f2",1,0,0,0,1,"1,42,304,1972,115,18,1,0,0,0,0,0,0,0,0,0,0,0",7,2453,0.0,56
107021,ytsaurus_ytsaurus,7df6761349c8181fa885f210576334dc9aa7b93e,1447783350,"Preliminary work for unified schemaful readers.

1. Moved table_index/row_index/range_index to row values
2. Removed Open call from
3. Removed unused interfaces
4. Unified multi readers, introduces reader factories
",363d709132ada0b2d654725f644e68317509c5fc,1,1,0,1,3,"1,42,304,1972,115,18,1,0,0,0,0,0,0,0,0,0,0,0",7,2453,0.0,56
107022,ytsaurus_ytsaurus,514445b22cda47f690964c157e1b398c68cc124d,1447783350,"Rename files
",7df6761349c8181fa885f210576334dc9aa7b93e,0,0,0,2,2,"1,42,304,1972,115,18,1,0,0,0,0,0,0,0,0,0,0,0",7,2453,0.0,56
107023,ytsaurus_ytsaurus,909fc0b8085ea779fee4f6eaa5e507f74c7e10a6,1447949656,"Add script to calculate objects diff by 2 ref counted tracker dumps
",ae4dd4bd73a4fe3e90758b7057e1b5b7aa044780,1,0,0,0,1,"1,43,304,1972,115,18,1,0,0,0,0,0,0,0,0,0,0,0",7,2454,0.0,56
